"Year","Week","State","District","Location","Total_Cases","Outbreak_Duration"
"2012",2,"Selangor","Hulu Langat","Apartment Taman Sri Kenari",5,35
"2012",2,"WPKL","Klang Lama","Taman Gembira D (Jalan Riang 1-8)",13,37
"2012",2,"WPKL","Cheras","Taman Miharja Fasa 2",8,31
"2012",7,"WPKL","Cheras","Taman Miharja (Miharja Kondo Fasa 3)",5,34
"2012",7,"WPKL","Bandar Tun Razak","Flat Sri Melaka B (Blok 24- 40)",8,31
"2012",8,"WPKL","Setapak","Flat Desa Tungku Mariam 1",13,37
"2012",8,"WPKL","Setapak","Taman Sri Rampai (Jln 76/26)",5,32
"2012",9,"WPKL","Setapak","Flat Desa Tungku Mariam 1",13,44
"2012",9,"WPKL","Setapak","Taman Sri Rampai (Jln 76/26)",5,39
"2012",9,"WPKL","Cheras","Taman Bukit Anggerik B (Jln 9/154(No.1-67), 2/154,10-
16/154,23-25/154",8,35
"2012",9,"WPKL","Klang Lama","Ppr Pantai Ria",5,31
"2012",9,"Selangor","Hulu Langat","Apartment Taman Setia Balakong",7,31
"2012",10,"WPKL","Klang Lama","Ppr Pantai Ria",6,38
"2012",10,"Selangor","Hulu Langat","Apartment Taman Setia Balakong",7,38
"2012",10,"Selangor","Petaling","Pju 5 Seksyen 4, Gugusan Semarak",6,37
"2012",10,"Selangor","Hulu Langat","Taman Seri Emas",4,32
"2012",10,"Selangor","Petaling","Pjs 8 Apartment Mentari Court 2",4,31
"2012",11,"WPKL","Klang Lama","Ppr Pantai Ria",9,45
"2012",11,"Selangor","Petaling","Pju 5 Seksyen 4 Gugusan Semarak",6,44
"2012",11,"Selangor","Klang","T.S Jln Dato Dagang 21-30",6,31
"2012",12,"WPKL","Klang Lama","Ppr Pantai Ria",16,52
"2012",12,"WPKL","Cheras","Flat Sri Kota",6,35
"2012",13,"WPKL","Klang Lama","Ppr Pantai Ria",16,59
"2012",14,"WPKL","Setapak","Taman Melati (Jln Melati 1-5)",4,32
"2012",14,"Selangor","Sabak Bernam","Site B Sekinchan",10,31
"2012",15,"Selangor","Sabak Bernam","Site B Sekinchan",10,38
"2012",17,"WPKL","Pusat Bandar","Qrts Kakitangan Atm (Jalan U-Thant)",18,34
"2012",17,"WPKL","Klang Lama","Asrama Inst Pengajian Bahasa Melayu",10,30
"2012",18,"WPKL","Pusat Bandar","Qrts Kakitangan Atm (Jalan U-Thant)",19,41
"2012",18,"WPKL","Klang Lama","Asrama Inst Pengajian Bahasa Melayu",10,37
"2012",18,"Selangor","Sepang","Uni Tenaga Nasional",8,33
"2012",19,"WPKL","Pusat Bandar","Qrts Kakitangan Atm
(Jalan U-Thant)",19,48
"2012",19,"WPKL","Cheras","Taman Mulia (Jalan
Budiman)",9,35
"2012",20,"WPKL","Cheras","Taman Mulia (Jalan Budiman)",9,42
"2012",20,"WPKL","Parlimen Batu","Bandar Baru Sentul (Melur Apartment)",10,35
"2012",21,"WPKL","Klang Lama","Vista Angkasa",5,31
"2012",24,"Terengganu","K.Terengganu","Kg. Baru Seberang Takir",7,33
"2012",41,"Sarawak","Betong","Beladin",5,31
"2012",42,"Sarawak","Meradong","Rh Patsy Selah",10,33
"2012",43,"Sarawak","Meradong","Rh Patsy Selah",10,40
"2012",45,"WPKL","Kepong","Metro Prima (Mutiara Magna)",5,31
"2012",45,"Sarawak","Meradong","Ulu Strass",7,31
"2012",46,"Sarawak","Meradong","Ulu Strass",7,38
"2012",47,"WPKL","Setiawangsa ","Appt Mawar Sari / Kenanga Sari",4,32
"2012",48,"WPKL","Setiawangsa ","Appt Mawar Sari / Kenanga Sari",4,39
"2013",10,"Sarawak","Sarikei","Sarikel Town",11,32
"2013",17,"Perak","K.Kangsar","Kg Baru Liman",10,35
"2013",25,"Selangor","Bukit Raja","Seksyen 7E B Shah Alam",18,37
"2013",25,"Selangor","Bukit Raja","Seksyen U2 (Pangsapuri Ilham)",8,36
"2013",26,"Selangor","Petaling","Seksyen 7E B Shah Alam",19,43
"2013",26,"Selangor","Petaling","Seksyen U2 (Pangsapuri Ilham)",9,42
"2013",27,"Selangor","Hulu Langat","Jalan Bukit Permai 1-5 Taman Bukit Permai",6,32
"2013",27,"Selangor","Petaling","Seksyen 7E B Shah Alam (Jln 7/101 - 7/103)",21,49
"2013",27,"Selangor","Petaling","Seksyen U2 (Pangsapuri Ilham)",9,48
"2013",27,"Selangor","Petaling","Pjs 10 Kondo Ridzuan",8,32
"2013",28,"Selangor","Petaling","Seksyen 7E B Shah Alam (Jin 7/101-7/103)",21,57
"2013",28,"Selangor","Petaling","Pjs 10 Kondo Ridzuan",10,40
"2013",29,"Perlis","Kangar","Padang Katong",2,9
"2013",29,"P.Pinang","Barat Daya","Bandar Baru Teluk Kumbar",3,4
"2013",29,"P.Pinang","Barat Daya","Teluk Awak",3,16
"2013",29,"P.Pinang","Timur Laut","Kuarters Polis Fasa 1",2,7
"2013",29,"P.Pinang","Timur Laut","Pengkalan Quay (Weld Quay)",4,17
"2013",29,"Perak","Kinta","Jln Thambusamy Ipoh",3,19
"2013",29,"Perak","Kinta","Taman Mansion",2,13
"2013",29,"Perak","Kinta","Taman Ramai",9,24
"2013",29,"Perak","Batang Padang","Kg Baru Cold Streem",2,11
"2013",29,"Perak","K.Kangsar","Taman Orkid",3,5
"2013",29,"Selangor","Gombak","Appt Desa Satu",3,11
"2013",29,"Selangor","Gombak","Appt Impian Indah",3,7
"2013",29,"Selangor","Gombak","Flat Tmn Samudera Timur",7,14
"2013",29,"Selangor","Gombak","Kg Melayu Sg Buloh (Lot 119)",2,10
"2013",29,"Selangor","Gombak","Appt Residensi Bistaria",5,16
"2013",29,"Selangor","Gombak","Flat Dahlia Tmn Tun Teja",4,5
"2013",29,"Selangor","Gombak","Kg Sg Terentang (Lot 319)",2,7
"2013",29,"Selangor","Gombak","Tmn Melawati J Zon 2",2,14
"2013",29,"Selangor","Hulu Langat","Pangsapuri Nusa Kurnia Taman Bukit Pandan",2,2
"2013",29,"Selangor","Hulu Langat","Flat Taman Berjaya",2,13
"2013",29,"Selangor","Hulu Langat","Jalan 4/9-4/32 Pandan Indah",2,7
"2013",29,"Selangor","Hulu Langat","Jalan Bunga Melati 1-5 Taman Seraya",3,10
"2013",29,"Selangor","Hulu Langat","Jalan Pinang Kampung Melayu Ampang",2,7
"2013",29,"Selangor","Hulu Langat","Jalan Teratai 1/1-1/7 Taman Bukit Teratai",2,10
"2013",29,"Selangor","Hulu Langat","Kondominium Sri Angsana Hilir Taman Sri Angsana Hilir",2,12
"2013",29,"Selangor","Hulu Langat","Lorong Dagang 5-11 Taman Dagang Jaya",2,6
"2013",29,"Selangor","Hulu Langat","Pangsapuri Sri Intan Lembah Jaya Selatan",2,10
"2013",29,"Selangor","Hulu Langat","Taman Cheras Utama",7,24
"2013",29,"Selangor","Hulu Langat","Taman Sinaran",4,21
"2013",29,"Selangor","Hulu Langat","Appt Taman Damai Mewah",3,10
"2013",29,"Selangor","Hulu Langat","Flat Taman Kajang Mewah",2,5
"2013",29,"Selangor","Hulu Langat","Jalan 3/5A-K Seksyen 3 Bandar Baru Bangi",3,6
"2013",29,"Selangor","Hulu Selangor","Apt Seri Cempaka Bs",4,15
"2013",29,"Selangor","Hulu Selangor","Jalan Kemboja 4A, Bs",2,9
"2013",29,"Selangor","Hulu Selangor","Jalan Telipot 4, Bs",3,18
"2013",29,"Selangor","Hulu Selangor","Jln. Cempaka 2, Bs",3,7
"2013",29,"Selangor","Hulu Selangor","Apt Seri Cempaka Bs",4,15
"2013",29,"Selangor","Hulu Selangor","Jalan Kemboja 4A, Bs",2,9
"2013",29,"Selangor","Hulu Selangor","Jalan Telipot 4, Bs",3,18
"2013",29,"Selangor","Hulu Selangor","Jln. Cempaka 2, Bs",3,7
"2013",29,"Selangor","Klang","Tmn Sementa Jaya (Jln Sementa Jaya 7)",2,6
"2013",29,"Selangor","Klang","Pangsapuri Amazing Hieghts",5,13
"2013",29,"Selangor","Klang","Kg. Sg. Udang ( Jln Sg. Udang Lot 1724 )",2,6
"2013",29,"Selangor","Klang","Taman Berkeley ( Jln Unta )",2,5
"2013",29,"Selangor","Petaling","Taman Serdang Lama (Anggerik)",2,3
"2013",29,"Selangor","Petaling","Seksyen U10 Uitm Puncak Perdana",2,1
"2013",29,"Selangor","Petaling","Seksyen U13 Setia Damai 14",2,2
"2013",29,"Selangor","Petaling","Seksyen 20 Teres D ( Jalan 20/12 - 20/13F )",2,13
"2013",29,"Selangor","Petaling","Seksyen 5 Petaling Jaya",3,21
"2013",29,"Selangor","Petaling","Seksyen 11 Teres B ( Jalan 11/2A-11/2G)",3,14
"2013",29,"Selangor","Petaling","Seksyen 13 (Apartment Perdana)",2,11
"2013",29,"Selangor","Petaling","Seksyen 15 Dataran Automobil ( Zon A Blok 1 - 6 )",2,12
"2013",29,"Selangor","Petaling","Seksyen 15 Dataran Automobil ( Zon D Blok 11 - 18)",5,20
"2013",29,"Selangor","Petaling","Seksyen 2 Uitm S.Alam Kolej Meranti",2,4
"2013",29,"Selangor","Petaling","Seksyen 24 ( Flat Pkns J )",4,11
"2013",29,"Selangor","Petaling","Seksyen 28 (Flat B : Blok 11,13,15,17,19)",2,8
"2013",29,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1 - Blok 12 & Blok 38 -
Blok 43)",2,13
"2013",29,"Selangor","Petaling","Seksyen 7 Shah Alam Flat C (Blok 44 - Blok 51)",3,6
"2013",29,"Selangor","Petaling","Seksyen 7 Shah Alam Teres B Zon C (Jln 7/31 - 7/35)",5,20
"2013",29,"Selangor","Petaling","Seksyen U2 (Pangsapuri Jaya)",2,11
"2013",29,"Selangor","Petaling","Seksyen U5 Pangsapuri Subang Suria",2,9
"2013",29,"Selangor","Petaling","Pjs 6 Flat Desa Mentari 2
(Blok 4, 5 , 6)",2,5
"2013",29,"Selangor","Petaling","Pju 10 (Indah Kondo)",2,6
"2013",29,"Selangor","Petaling","Pju 10 Apartment Selasih (Jln Pju 10/1 Damansara Damai)",2,4
"2013",29,"Selangor","Petaling","Pju 10 Armanee Condo (Jln Pju 10/1C Damansara Damai)",3,17
"2013",29,"Selangor","Petaling","Pju 1A Apartment Sri Ara",3,8
"2013",29,"Selangor","Petaling","Pju 8 Apt Flora Damansara 1 (Blok A ,B)",6,5
"2013",29,"Selangor","Petaling","Pju 8 Apt Flora Damansara 2 (Blok C, D, E, F)",5,15
"2013",29,"Selangor","Petaling","Pju 9 Sd 13 Apt Sri Meranti 1 ( Blok A,B,C,D,E,F,G )",2,3
"2013",29,"Selangor","Petaling","Ss 2 (Selatan)",5,18
"2013",29,"Selangor","Petaling","Ss 6 Kediaman Kastam Kelana Jaya",2,4
"2013",29,"Selangor","Petaling","Ss 7 Kelana Jaya",2,8
"2013",29,"Selangor","Petaling","Ss 9A 1 (Jln 9A/3,5,6,7,8,9,10,11,12,17,20 )",4,12
"2013",29,"Selangor","Petaling","Bandar Kinrara 4",2,7
"2013",29,"Selangor","Petaling","Batu 3 ( Pangsapuri Pelangi )",2,3
"2013",29,"Selangor","Petaling","Taman Bukit Kinrara 1 ( Pangsapuri Melor)",2,3
"2013",29,"Selangor","Petaling","Taman Kinrara 4 ( Suria )",2,6
"2013",29,"Selangor","Petaling","Taman Serdang Jaya ( Bosnia
)",2,6
"2013",29,"Selangor","Petaling","Taman Universiti Indah 1 ( Jalan Indah 1/1 - 1/12 )",2,13
"2013",29,"Selangor","Petaling","Usj 6/2, Subang Jaya",3,5
"2013",29,"Selangor","Petaling","Seksyen 16 Kuarters Suk",7,20
"2013",29,"Selangor","Petaling","Pjs 2C Taman Medan",7,27
"2013",29,"Selangor","Petaling","Pjs 3 (Apartmen Sri Manja Court)",5,21
"2013",29,"Selangor","Petaling","Seksyen 2 Petaling Jaya",7,24
"2013",29,"Selangor","Petaling","Bandar Sunway ( Noutica Kondo )",9,29
"2013",29,"Selangor","Petaling","Pjs 9 Lagoon Perdana",7,21
"2013",29,"Selangor","Petaling","Taman Pinggiran Usj 2 ( Sri Nipah )",6,23
"2013",29,"Selangor","Petaling","Pjs 10 Kondo Ridzuan",10,45
"2013",29,"Selangor","Petaling","Pjs 8 Mentari Court 1(Blok A,B,C,D)",28,33
"2013",29,"Selangor","Petaling","Pjs 8 Mentari Court 2 (Blok E, F & G)",9,33
"2013",29,"Selangor","Petaling","Saujana Puchong Sp 7",19,35
"2013",29,"Selangor","Petaling","Taman Puncak Jalil 2",2,14
"2013",29,"Johor","Batu Pahat","Gunung Soga",6,3
"2013",29,"Johor","Batu Pahat","Tmn Perdana",5,5
"2013",29,"Johor","Batu Pahat","Tmn. Sri Aman",2,5
"2013",29,"Johor","Johor Bharu","Tmn Seri Stanggi",2,2
"2013",29,"Johor","Johor Bharu","Tmn U_Apt Meranti",2,2
"2013",29,"Johor","Johor Bharu","Apartmen Larkin Idaman",3,15
"2013",29,"Johor","Johor Bharu","Appartment Sri Murni 2 Has",3,10
"2013",29,"Johor","Johor Bharu","Kampung Melayu Majidee",2,12
"2013",29,"Johor","Johor Bharu","Kg. Melayu Pandan",2,8
"2013",29,"Johor","Johor Bharu","Kg. Usaha Jaya",2,3
"2013",29,"Johor","Johor Bharu","Taman Kobena",2,9
"2013",29,"Johor","Johor Bharu","Bandar Sri Alam_Jln Rimbun",2,13
"2013",29,"Johor","Johor Bharu","Bdr Baru Permas Jaya 2",4,20
"2013",29,"Johor","Johor Bharu","Bdr Baru Permas Jaya 3",2,7
"2013",29,"Johor","Johor Bharu","Tdc_Flat Meranti",2,5
"2013",29,"Johor","Johor Bharu","Tdcemerlang_Kenanga",3,15
"2013",29,"Johor","Johor Bharu","Tjj_Rosemerah 4",2,7
"2013",29,"Johor","Johor Bharu","Tmn Megah Ria_Jalan Cenderai",2,11
"2013",29,"Johor","Johor Bharu","Tmn Redang",3,18
"2013",29,"Johor","Johor Bharu","Flat K/Pulai",2,11
"2013",29,"Johor","Johor Bharu","Flat Taman Pulai Utama",2,10
"2013",29,"Johor","Johor Bharu","Taman Perling",4,13
"2013",29,"Johor","Johor Bharu","Tmn Desa Skudai_Jln Sejahtera",2,5
"2013",29,"Johor","Johor Bharu","Tmn Mutiara Rini_Bakti",2,12
"2013",29,"Johor","Johor Bharu","Tmn Pulai Indah_Jln Pulai Indah /8",4,24
"2013",29,"Johor","Johor Bharu","Tmn Pulai Indah_Jln Pulai Indah /9",2,4
"2013",29,"Johor","Johor Bharu","Tmn Pulai Utama_Jalan Pulai 43-85",2,8
"2013",29,"Johor","Johor Bharu","Tmn Skudai Baru",2,7
"2013",29,"Johor","Johor Bharu","Tmn U_Kebangsaan",2,11
"2013",29,"Johor","Johor Bharu","Tmn Mesra",2,7
"2013",29,"Johor","Johor Bharu","Kempas Denai",3,5
"2013",29,"Johor","Johor Bharu","Kempas Lurah",3,11
"2013",29,"Johor","Johor Bharu","Kg Pasir",2,4
"2013",29,"Johor","Johor Bharu","Pandan City",3,21
"2013",29,"Johor","Johor Bharu","Taman Austin Perdana",2,10
"2013",29,"Johor","Johor Bharu","Tmn Daya Nipah",4,9
"2013",29,"Johor","Johor Bharu","Tmn Delima 2",3,16
"2013",29,"Johor","Johor Bharu","Tmn Desa Mutiara",3,10
"2013",29,"Johor","Johor Bharu","Tmn Istimewa",3,13
"2013",29,"Johor","Johor Bharu","Tmn Kobena",3,3
"2013",29,"Johor","Johor Bharu","Tmn Melor",3,7
"2013",29,"Johor","Johor Bharu","Tmn Pulai Utama_Jln Pulai 1- 42",2,13
"2013",29,"Johor","Kluang","Taman Kluang Barat",3,3
"2013",29,"Johor","Kluang","Tmn Berlian",2,11
"2013",29,"Johor","Kluang","Tmn Dato Amar Diraja 2",5,15
"2013",29,"Johor","Kluang","Tmn Kluang Baru",3,7
"2013",29,"Johor","Kluang","Tmn Sri Tengah",2,13
"2013",29,"Johor","Kulai","Kg Baru Senai",3,17
"2013",29,"Melaka","Melaka Tengah","Taman Ayer Keroh Heights",4,10
"2013",29,"N. Sembilan","Seremban","Tmn Tasik Jaya (Jalan 15 - 22)",6,16
"2013",29,"N. Sembilan","Seremban","Putra Point Nilai",2,12
"2013",29,"N. Sembilan","Seremban","Taman Permai Impian",2,2
"2013",29,"Sabah","Beluran","Pekan Telupid",2,4
"2013",29,"Sarawak","Miri","Pujut Rail",2,9
"2013",29,"Sarawak","Sarikei","Sarikei Town",2,14
"2013",29,"WPKL","Titiwangsa","Kg Baru (Plaza Rah)",3,2
"2013",29,"WPKL","Lembah Pantai","Corenthian Kondo",2,7
"2013",29,"WPKL","Lembah Pantai","Ppr Cempaka",2,11
"2013",29,"WPKL","Lembah Pantai","Bandar Baru Sri Petaling (Jalan Pasai)",2,7
"2013",29,"WPKL","Lembah Pantai","Bukit Oug Condo",7,18
"2013",29,"WPKL","Lembah Pantai","Taman Oug (Jalan Awan Kecil)",2,13
"2013",29,"WPKL","Lembah Pantai","Taman Sri Petaling ( Jln 1/149D, 1/149J-11/149J)",2,7
"2013",29,"WPKL","Titiwangsa","Ppr Jelatek",2,12
"2013",29,"WPKL","Titiwangsa","Taman Maluri (Jalan Wirawati 6)",2,9
"2013",29,"WPKL","Titiwangsa","Flat Sri Tioman 2",2,6
"2013",29,"WPKL","Titiwangsa","Sek2 W/Maju Blok C",3,17
"2013",29,"WPKL","Titiwangsa","Taman Melati (Putra Villa Condo)",2,8
"2013",29,"WPKL","W/P Putrajaya","Presint 11 - Putra Damai",3,12
"2013",29,"WPKL","Titiwangsa","Ppr Desa Rejang Bloka,B,C,D",5,19
"2013",29,"WPKL","Lembah Pantai","Endah Ria Condo",2,14
"2013",29,"WPKL","Titiwangsa","Flat Pkns (Jalan Tun Razak)",3,16
"2013",30,"Selangor","Petaling","Pjs 10 Kondo Ridzuan",10,52
"2013",30,"Selangor","Petaling","Pjs 8 Mentari Court 1 (Blok A, B, C,D)",39,40
"2013",30,"Selangor","Petaling","Pjs 8 Mentari Court 2 (Blok E, F & G)",13,40
"2013",30,"Selangor","Petaling","Seksyen 2 Petaling Jaya",7,30
"2013",30,"Selangor","Petaling","Saujana Puchong Sp 7",20,42
"2013",31,"N. Sembilan","Seremban","Tmn Tasik Jaya (Jalan 15 - 22)",8,30
"2013",31,"P.Pinang","Timur Laut","Pengkalan Quay (Weld Quay)",8,30
"2013",31,"Selangor","Petaling","Pjs 8 Mentari Court 1 (Blok A, B, C,D)",53,47
"2013",31,"Selangor","Petaling","Pjs 8 Mentari Court 2 (Blok E, F & G)",20,47
"2013",31,"Selangor","Petaling","Saujana Puchong Sp 7",22,49
"2013",32,"P.Pinang","Timur Laut","Pengkalan Quay (Weld Quay)",8,38
"2013",32,"Selangor","Petaling","Seksyen 13 (Apartment Perdana)",5,32
"2013",32,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1 - Blok 12 & Blok 38 - Blok
43)",7,34
"2013",32,"Selangor","Petaling","Pjs 8 Mentari Court 1 (Blok A, B, C,D)",62,55
"2013",32,"Selangor","Petaling","Pjs 8 Mentari Court 2 (Blok E, F & G)",23,55
"2013",32,"Selangor","Petaling","Saujana Puchong Sp 7",22,57
"2013",33,"Selangor","Petaling","Seksyen 13 (Apartment Perdana)",12,39
"2013",33,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1 - Blok 12 & Blok 38 - Blok 43)",10,41
"2013",33,"Selangor","Petaling","Seksyen 7 Shah Alam Flat C (Blok 44 - Blok 51)",16,34
"2013",33,"Selangor","Petaling","Pjs 8 Mentari Court 1 (Blok A, B, C,D)",68,62
"2013",33,"Selangor","Petaling","Pjs 8 Mentari Court 2 (Blok E, F & G)",24,62
"2013",33,"Selangor","Petaling","Pju 1A Apartment Sri Ara",7,36
"2013",33,"Selangor","Petaling","Pju 8 Apt Flora Damansara 1 (Blok A ,B)",14,33
"2013",33,"Selangor","Petaling","Taman Bukit Kinrara 1 ( Pangsapuri Melor)",4,31
"2013",33,"Selangor","Petaling","Taman Serdang Jaya ( Bosnia )",5,34
"2013",34,"Selangor","Petaling","Seksyen 13 (Apartment Perdana)",12,45
"2013",34,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1 - Blok 12 & Blok 38 Blok 43",15,47
"2013",34,"Selangor","Petaling","Seksyen 7 Shah Alam Flat
18
C (Blok 44 - Blok 51)",18,41
"2013",34,"Selangor","Petaling","Pjs 8 Mentari Court 1
(Blok A, B, C,D)                   ",74,68
"2013",34,"Selangor","Petaling","Pjs 8 Mentari Court 2
29
(Blok E, F & G)",29,68
"2013",34,"Selangor","Petaling","Pju 1A Apartment Sri Ara         ",7,43
"2013",34,"Selangor","Petaling","Pju 8 Apt Flora
16
Damansara 1 (Blok A ,B)",16,40
"2013",34,"Selangor","Petaling","Taman Bukit Kinrara 1
( Pangsapuri Meler)                ",5,38
"2013",34,"Selangor","Petaling","Seksyen 13
12
(Apartment Perdana)",12,45
"2013",35,"Selangor","Petaling","Pjs 8 Mentari Court 1 (Blok A, B, C,D)",78,76
"2013",35,"Selangor","Petaling","Pjs 8 Mentari Court 2 (Blok E, F & G)",34,76
"2013",35,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1 - Blok 12 & Blok 38 - Blok 43)",23,55
"2013",35,"Selangor","Petaling","Seksyen 13 (Apartment Perdana)",14,53
"2013",35,"Selangor","Petaling","Seksyen 7 Shah Alam Flat C (Blok 44 - Blok 51)",21,48
"2013",35,"Selangor","Petaling","Pju 8 Apt Flora Damansara 1 (Blok A ,B)",18,47
"2013",35,"Selangor","Petaling","Taman Bukit Kinrara 1 ( Pangsapuri Melor)",7,45
"2013",35,"Selangor","Petaling","Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37)",17,34
"2013",35,"Selangor","Petaling","Pju 8 Apt Flora Damansara 2 (Blok C, D, E, F)",16,33
"2013",35,"Selangor","Petaling","Taman Pinggiran Putra (Pangsapuri Putra Raya)",5,33
"2013",36,"Selangor","Petaling","Seksyen 13 (Apartment Perdana)",15,59
"2013",36,"Selangor","Petaling","Seksyen 7 Pangsapuri Baiduri",5,34
"2013",36,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1 - Blok 12 & Blok 38 -
Blok 43)",29,61
"2013",36,"Selangor","Petaling","Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37)",22,40
"2013",36,"Selangor","Petaling","Seksyen 7 Shah Alam Flat C (Blok 44 - Blok 51)",26,54
"2013",36,"Selangor","Petaling","Seksyen 7 Shah Alam Teres B Zon A
(Jln 7/29 - 7/30, Unisel & Jln A7/A - F7/F)",12,35
"2013",36,"Selangor","Petaling","Seksyen U4 Pangsapuri Damai",10,34
"2013",36,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Sri Purnama )",15,31
"2013",36,"Selangor","Petaling","Pjs 8 Mentari Court 1 (Blok A, B, C,D)",85,82
"2013",36,"Selangor","Petaling","Pjs 8 Mentari Court 2 (Blok E, F & G)",36,82
"2013",36,"Selangor","Petaling","Pju 5 Seksyen 4 Gugusan Semarak",9,35
"2013",36,"Selangor","Petaling","Pju 8 Apt Flora Damansara 1 (Blok A ,B)",18,53
"2013",36,"Selangor","Petaling","Seksyen 20 Taman Paramount",5,34
"2013",36,"Selangor","Petaling","Taman Bukit Kinrara 1 ( Pangsapuri Melor)",8,51
"2013",36,"Johor","Kulai","Rumah Pangsa Kulai",12,33
"2013",36,"Selangor","Hulu Selangor","Taman Ihsan Ibu",11,33
"2013",37,"Selangor","Petaling","Pjs 8 Mentari Court 1 (Blok A, B, C,D)",87,89
"2013",37,"Selangor","Petaling","Pjs 8 Mentari Court 2 (Blok E, F & G)",36,89
"2013",37,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1 - Blok 12 & Blok 38 -
Blok 43)",42,68
"2013",37,"Selangor","Petaling","Seksyen 13 (Apartment Perdana)",17,67
"2013",37,"Selangor","Petaling","Seksyen 7 Shah Alam Flat C (Blok 44 - Blok 51)",27,61
"2013",37,"Selangor","Petaling","Taman Bukit Kinrara 1 ( Pangsapuri Melor)",10,58
"2013",37,"Selangor","Petaling","Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37)",25,47
"2013",37,"Selangor","Petaling","Seksyen 7 Shah Alam Teres B Zon A
(Jln 7/29 - 7/30, Unisel & Jln A7/A - F7/F)",13,42
"2013",37,"Selangor","Petaling","Pju 5 Seksyen 4 Gugusan Semarak",9,42
"2013",37,"Selangor","Petaling","Seksyen U4 Pangsapuri Damai",11,41
"2013",37,"Selangor","Petaling","Seksyen 20 Taman Paramount",6,40
"2013",37,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Sri Purnama )",17,38
"2013",37,"Selangor","Petaling","Apartment Taman Damai Mewah",13,34
"2013",37,"Selangor","Petaling","Seksyen 7 Shah Alam Flat D (Blok 52 – 58)",7,34
"2013",37,"Selangor","Petaling","Pjs 6 Flat Desa Mentari 2
(Blok 4, 5, 6)",8,30
"2013",38,"Selangor","Petaling","Pjs 8 Mentari Court 1 (Blok A, B, C,D)",88,98
"2013",38,"Selangor","Petaling","Pjs 8 Mentari Court 2 (Blok E, F & G)",37,98
"2013",38,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1 - Blok 12 & Blok 38 - Blok 43)",50,77
"2013",38,"Selangor","Petaling","Seksyen 13 (Apartment Perdana)",19,75
"2013",38,"Selangor","Petaling","Seksyen 7 Shah Alam Flat C (Blok 44 - Blok 51)",31,70
"2013",38,"Selangor","Petaling","Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37)",37,56
"2013",38,"Selangor","Petaling","Seksyen 7 Shah Alam Teres B Zon A (Jln 7/29 - 7/30, Unisel & Jln A7/A - F7/F)",14,50
"2013",38,"Selangor","Petaling","Seksyen 7 Pangsapuri Baiduri",6,49
"2013",38,"Selangor","Petaling","Seksyen U4 Pangsapuri Damai",11,49
"2013",38,"Selangor","Petaling","Seksyen 20 Taman Paramount",6,49
"2013",38,"Selangor","Petaling","Pjs 6 Flat Desa Mentari 2
(Blok 4, 5 , 6)",10,38
"2013",38,"Selangor","Gombak","Tmn Desa Jaya Zon 6",14,35
"2013",38,"Selangor","Petaling","Ss 9A 1 (Jln 9A/3,5,6,7,8,9,10,11,12,17,
20 )",4,35
"2013",38,"Selangor","Petaling","Seksyen 27 Flat A (Blok 1 - Blok 6)",7,34
"2013",38,"Selangor","Petaling","Seksyen 7 Shah Alam Teres B Zon B
(Jln 7/24 - 7/27)",12,34
"2013",38,"Selangor","Petaling","Pusat Bandar Puchong 5 ( Sri Pinang )",11,34
"2013",38,"Selangor","Petaling","Upm Serdang Kolej 17",13,34
"2013",38,"Selangor","Petaling","Taman Lestari Putra 4",7,34
"2013",38,"Perak","Batang Padang","Kg Baru Cold Streem",9,32
"2013",39,"Selangor","Petaling","Pjs 8 Mentari Court 1
(Blok A, B, C,D)                  ",92,103
"2013",39,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1 -Blok 12 & Blok 3B - Blok 43)",65,82
"2013",39,"Selangor","Petaling","Seksyen 13
(Apartment Perdana)                ",19,80
"2013",39,"Selangor","Petaling","Seksyen 7 Shah Alam Flat
C (Blok 44 - Blok 51)              ",36,75
"2013",39,"Selangor","Petaling","Seksyen 7 Shah Alam Flat
B (Blok 13 - Blok 37)              ",44,61
"2013",39,"Selangor","Petaling","Seksyen 7 Shah Alam
Teres B Zon A (Jin 7/29 -
7130, Unisel & Jin A7/A -           
F7/F)",16,56
"2013",39,"Selangor","Petaling","Pjs 6 Flat Desa Mentari 2
(Blok 4, 5 , 6)                   ",10,44
"2013",39,"Selangor","Gombak","Tmn Desa Jaya Zon 6            ",19,41
